,candidate_name,cycle,modeldate,pct_median_adjusted,state
307,George Bush,1992.0,9.0,38.7794033,Alaska
308,George Bush,1992.0,10.0,34.126050870967745,Alaska
309,George Bush,1992.0,11.0,33.78824766666667,Alaska
310,H. Ross Perot,1992.0,9.0,15.474433266666665,Alaska
311,H. Ross Perot,1992.0,10.0,20.267363193548384,Alaska
312,H. Ross Perot,1992.0,11.0,23.989129000000002,Alaska
313,Bill Clinton,1992.0,9.0,37.13484763333334,Arizona
314,Bill Clinton,1992.0,10.0,35.005570999999996,Arizona
315,Bill Clinton,1992.0,11.0,32.839685333333335,Arizona
316,George Bush,1992.0,9.0,32.97538493333334,Arizona
317,George Bush,1992.0,10.0,30.93490780645162,Arizona
318,George Bush,1992.0,11.0,33.539823000000005,Arizona
319,H. Ross Perot,1992.0,9.0,15.488265166666668,Arizona
320,H. Ross Perot,1992.0,10.0,18.13733348387097,Arizona
321,H. Ross Perot,1992.0,11.0,21.111275333333335,Arizona
322,Bill Clinton,1992.0,9.0,57.52858116666667,Arkansas
323,Bill Clinton,1992.0,10.0,55.34901435483872,Arkansas
324,Bill Clinton,1992.0,11.0,52.91720733333333,Arkansas
325,George Bush,1992.0,9.0,32.59210826666667,Arkansas
326,George Bush,1992.0,10.0,30.246205258064514,Arkansas
327,George Bush,1992.0,11.0,30.544927333333334,Arkansas
328,H. Ross Perot,1992.0,9.0,7.9806616933333325,Arkansas
329,H. Ross Perot,1992.0,10.0,9.45828535483871,Arkansas
330,H. Ross Perot,1992.0,11.0,11.685626666666666,Arkansas
331,Bill Clinton,1992.0,9.0,48.09808640000001,California
332,Bill Clinton,1992.0,10.0,49.31429703225806,California
333,Bill Clinton,1992.0,11.0,47.08772166666666,California
334,George Bush,1992.0,9.0,33.91210343333334,California
335,George Bush,1992.0,10.0,30.61467819354839,California
336,George Bush,1992.0,11.0,31.360699333333333,California
337,H. Ross Perot,1992.0,9.0,16.328806033333333,California
338,H. Ross Perot,1992.0,10.0,15.278960935483871,California
339,H. Ross Perot,1992.0,11.0,16.233870333333332,California
340,Bill Clinton,1992.0,9.0,42.4084749,Colorado
341,Bill Clinton,1992.0,10.0,39.76629909677419,Colorado
342,Bill Clinton,1992.0,11.0,39.02624400000001,Colorado
343,George Bush,1992.0,9.0,37.681479966666664,Colorado
344,George Bush,1992.0,10.0,34.63421461290322,Colorado
345,George Bush,1992.0,11.0,32.43428433333333,Colorado
346,H. Ross Perot,1992.0,9.0,15.850707766666668,Colorado
347,H. Ross Perot,1992.0,10.0,16.967905032258063,Colorado
348,H. Ross Perot,1992.0,11.0,19.767044666666667,Colorado
349,Bill Clinton,1992.0,9.0,46.55472973333333,Connecticut
350,Bill Clinton,1992.0,10.0,44.88841638709678,Connecticut
351,Bill Clinton,1992.0,11.0,41.43925266666667,Connecticut
352,George Bush,1992.0,9.0,37.48795486666667,Connecticut
353,George Bush,1992.0,10.0,33.80341419354839,Connecticut
354,George Bush,1992.0,11.0,33.094086000000004,Connecticut
355,H. Ross Perot,1992.0,9.0,9.163753360000003,Connecticut
356,H. Ross Perot,1992.0,10.0,12.211773100000002,Connecticut
357,H. Ross Perot,1992.0,11.0,16.616827999999998,Connecticut
358,Bill Clinton,1992.0,9.0,45.67927421428572,Delaware
359,Bill Clinton,1992.0,10.0,43.65070141935484,Delaware
360,Bill Clinton,1992.0,11.0,38.31372266666666,Delaware
361,George Bush,1992.0,9.0,31.573240642857147,Delaware
362,George Bush,1992.0,10.0,30.374098548387103,Delaware
363,George Bush,1992.0,11.0,32.055798,Delaware
364,H. Ross Perot,1992.0,9.0,9.520002964285714,Delaware
365,H. Ross Perot,1992.0,10.0,11.815012654838709,Delaware
366,H. Ross Perot,1992.0,11.0,17.161458666666665,Delaware
367,Bill Clinton,1992.0,9.0,38.79239506666667,Florida
368,Bill Clinton,1992.0,10.0,38.668224612903224,Florida
369,Bill Clinton,1992.0,11.0,36.47383166666666,Florida
370,George Bush,1992.0,9.0,39.64292273333333,Florida
371,George Bush,1992.0,10.0,38.356770258064515,Florida
372,George Bush,1992.0,11.0,39.895828,Florida
373,H. Ross Perot,1992.0,9.0,11.806999283333333,Florida
374,H. Ross Perot,1992.0,10.0,14.509660774193549,Florida
375,H. Ross Perot,1992.0,11.0,17.771258333333336,Florida
376,Bill Clinton,1992.0,9.0,39.876493399999994,Georgia
377,Bill Clinton,1992.0,10.0,41.05656722580646,Georgia
378,Bill Clinton,1992.0,11.0,39.51103033333334,Georgia
379,George Bush,1992.0,9.0,38.271617500000005,Georgia
380,George Bush,1992.0,10.0,35.65134516129032,Georgia
381,George Bush,1992.0,11.0,35.96985966666667,Georgia
382,H. Ross Perot,1992.0,9.0,13.050613733333334,Georgia
383,H. Ross Perot,1992.0,10.0,12.769951387096777,Georgia
384,H. Ross Perot,1992.0,11.0,14.902392,Georgia
385,Bill Clinton,1992.0,9.0,42.892900133333335,Hawaii
386,Bill Clinton,1992.0,10.0,43.10225322580646,Hawaii
387,Bill Clinton,1992.0,11.0,42.65768933333333,Hawaii
388,George Bush,1992.0,9.0,31.097504300000004,Hawaii
389,George Bush,1992.0,10.0,27.55126548387097,Hawaii
390,George Bush,1992.0,11.0,26.569858333333332,Hawaii
391,H. Ross Perot,1992.0,9.0,9.184293536666669,Hawaii
392,H. Ross Perot,1992.0,10.0,11.749146661290323,Hawaii
393,H. Ross Perot,1992.0,11.0,14.972166999999999,Hawaii
394,Bill Clinton,1992.0,9.0,37.1597955,Idaho
395,Bill Clinton,1992.0,10.0,33.50519312903226,Idaho
396,Bill Clinton,1992.0,11.0,27.513414,Idaho
397,George Bush,1992.0,9.0,35.08535625,Idaho
398,George Bush,1992.0,10.0,37.00525270967742,Idaho
399,George Bush,1992.0,11.0,37.196833,Idaho
400,H. Ross Perot,1992.0,9.0,14.82357275,Idaho
401,H. Ross Perot,1992.0,10.0,17.203477096774193,Idaho
402,H. Ross Perot,1992.0,11.0,23.906325666666664,Idaho
403,Bill Clinton,1992.0,9.0,46.14818816666668,Illinois
404,Bill Clinton,1992.0,10.0,46.450894,Illinois
405,Bill Clinton,1992.0,11.0,44.77122,Illinois
406,George Bush,1992.0,9.0,33.097508999999995,Illinois
407,George Bush,1992.0,10.0,29.530370096774192,Illinois
408,George Bush,1992.0,11.0,32.89091533333333,Illinois
409,H. Ross Perot,1992.0,9.0,12.9266121,Illinois
410,H. Ross Perot,1992.0,10.0,10.326544729032257,Illinois
411,H. Ross Perot,1992.0,11.0,12.586682333333334,Illinois
412,Bill Clinton,1992.0,9.0,37.96808593103448,Indiana
413,Bill Clinton,1992.0,10.0,36.74463338709678,Indiana
414,Bill Clinton,1992.0,11.0,34.34497966666667,Indiana
415,George Bush,1992.0,9.0,46.27484824137931,Indiana
416,George Bush,1992.0,10.0,40.64142125806452,Indiana
417,George Bush,1992.0,11.0,40.803331,Indiana
418,H. Ross Perot,1992.0,9.0,11.521090804347827,Indiana
419,H. Ross Perot,1992.0,10.0,9.889978361290321,Indiana
420,H. Ross Perot,1992.0,11.0,14.172951,Indiana
421,Bill Clinton,1992.0,9.0,39.3874203,Iowa
422,Bill Clinton,1992.0,10.0,40.87695499999999,Iowa
423,Bill Clinton,1992.0,11.0,39.020119,Iowa
424,George Bush,1992.0,9.0,34.54417253333334,Iowa
425,George Bush,1992.0,10.0,32.61155722580645,Iowa
426,George Bush,1992.0,11.0,33.050330333333335,Iowa
427,H. Ross Perot,1992.0,9.0,16.101334866666665,Iowa
428,H. Ross Perot,1992.0,10.0,15.342198967741934,Iowa
429,H. Ross Perot,1992.0,11.0,16.327856,Iowa
430,Bill Clinton,1992.0,9.0,44.117954785714296,Kansas
431,Bill Clinton,1992.0,10.0,38.64064587096775,Kansas
432,Bill Clinton,1992.0,11.0,34.778207333333334,Kansas
433,George Bush,1992.0,9.0,39.69756642857143,Kansas
434,George Bush,1992.0,10.0,35.44271632258065,Kansas
435,George Bush,1992.0,11.0,36.489552333333336,Kansas
436,H. Ross Perot,1992.0,9.0,4.198304421428571,Kansas
437,H. Ross Perot,1992.0,10.0,13.337749032258063,Kansas
438,H. Ross Perot,1992.0,11.0,17.240252333333334,Kansas
439,Bill Clinton,1992.0,9.0,45.288942433333325,Kentucky
440,Bill Clinton,1992.0,10.0,43.68717183870967,Kentucky
441,Bill Clinton,1992.0,11.0,42.788203,Kentucky
442,George Bush,1992.0,9.0,33.91762133333334,Kentucky
443,George Bush,1992.0,10.0,32.014486677419356,Kentucky
444,George Bush,1992.0,11.0,33.26395433333334,Kentucky
