,candidate_name,cycle,modeldate,pct_median_adjusted,state
107,George W. Bush,2000.0,11.0,46.706894142857145,National
108,George W. Bush,2004.0,6.0,46.63246779999998,National
109,George W. Bush,2004.0,7.0,46.3951804516129,National
110,George W. Bush,2004.0,8.0,46.46268858064517,National
111,George W. Bush,2004.0,9.0,50.06972193333334,National
112,George W. Bush,2004.0,10.0,48.29044329032257,National
113,George W. Bush,2004.0,11.0,48.6303895,National
114,John Kerry,2004.0,6.0,47.30664453333333,National
115,John Kerry,2004.0,7.0,47.73755096774194,National
116,John Kerry,2004.0,8.0,47.99816209677421,National
117,John Kerry,2004.0,9.0,43.99747040000001,National
118,John Kerry,2004.0,10.0,46.04714503225807,National
119,John Kerry,2004.0,11.0,47.00173,National
120,Barack Obama,2008.0,6.0,46.34155243333334,National
121,Barack Obama,2008.0,7.0,46.334966258064526,National
122,Barack Obama,2008.0,8.0,45.69324793548387,National
123,Barack Obama,2008.0,9.0,46.50913703333333,National
124,Barack Obama,2008.0,10.0,49.598201677419354,National
125,Barack Obama,2008.0,11.0,50.81443925000001,National
126,John McCain,2008.0,6.0,43.16560966666667,National
127,John McCain,2008.0,7.0,41.88561258064516,National
128,John McCain,2008.0,8.0,43.56920670967742,National
129,John McCain,2008.0,9.0,45.874139499999984,National
130,John McCain,2008.0,10.0,42.761581193548366,National
131,John McCain,2008.0,11.0,43.86007125,National
132,Barack Obama,2012.0,6.0,46.38235213333332,National
133,Barack Obama,2012.0,7.0,46.61846987096775,National
134,Barack Obama,2012.0,8.0,46.85345848387097,National
135,Barack Obama,2012.0,9.0,48.19689533333334,National
136,Barack Obama,2012.0,10.0,47.51533177419354,National
137,Barack Obama,2012.0,11.0,47.86854316666666,National
138,Mitt Romney,2012.0,6.0,45.95211506666667,National
139,Mitt Romney,2012.0,7.0,45.86257270967741,National
140,Mitt Romney,2012.0,8.0,46.43948629032257,National
141,Mitt Romney,2012.0,9.0,45.46129896666666,National
142,Mitt Romney,2012.0,10.0,47.56623783870967,National
143,Mitt Romney,2012.0,11.0,47.71798433333333,National
144,Donald Trump,2016.0,6.0,39.005344,National
145,Donald Trump,2016.0,7.0,40.365286129032256,National
146,Donald Trump,2016.0,8.0,38.1667964516129,National
147,Donald Trump,2016.0,9.0,40.529889,National
148,Donald Trump,2016.0,10.0,39.88320806451614,National
149,Donald Trump,2016.0,11.0,41.606727500000005,National
150,Hillary Rodham Clinton,2016.0,6.0,43.69961066666666,National
151,Hillary Rodham Clinton,2016.0,7.0,42.63638967741935,National
152,Hillary Rodham Clinton,2016.0,8.0,44.31398387096775,National
153,Hillary Rodham Clinton,2016.0,9.0,42.85209966666665,National
154,Hillary Rodham Clinton,2016.0,10.0,45.658358064516136,National
155,Hillary Rodham Clinton,2016.0,11.0,45.76827,National
156,Donald Trump,2020.0,6.0,41.98578433333334,National
157,Donald Trump,2020.0,7.0,41.50888000000001,National
158,Donald Trump,2020.0,8.0,42.337772903225826,National
159,Donald Trump,2020.0,9.0,43.18275400000001,National
160,Donald Trump,2020.0,10.0,42.39973419354839,National
161,Donald Trump,2020.0,11.0,43.44203333333334,National
162,Joseph R. Biden Jr.,2020.0,6.0,50.17056766666668,National
163,Joseph R. Biden Jr.,2020.0,7.0,50.41213709677418,National
164,Joseph R. Biden Jr.,2020.0,8.0,50.664350322580646,National
165,Joseph R. Biden Jr.,2020.0,9.0,50.37581833333334,National
166,Joseph R. Biden Jr.,2020.0,10.0,51.895944516129035,National
167,Joseph R. Biden Jr.,2020.0,11.0,51.87619666666666,National
