month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
33.50519313,27.513414,37.1597955,0,1992,0.5,Idaho,0,1.0,43.01,12.761026156460144,13951.070000000002
37.00525271,37.19683300000001,35.08535625,1,1992,0.5,Idaho,1,1.0,37.45,12.761026156460144,13951.070000000002
31.75636632,30.707141600000003,33.54522667,0,1996,0.5,Idaho,0,1.0,49.23,14.211429391916148,15110.570000000002
51.70587684,48.6287554,51.90982743,1,1996,0.5,Idaho,1,1.0,40.72,14.211429391916148,15110.570000000002
28.57441184,27.40408971,28.79510103,0,2000,0.0,Idaho,0,1.0,48.38,15.548256634838586,16188.0
53.82018068,59.64066143,48.80034363,1,2000,1.0,Idaho,1,1.0,47.87,15.548256634838586,16188.0
57.91752394,58.1449095,57.85291053,1,2004,1.0,Idaho,1,1.0,50.73,16.653528609376117,17504.340000000004
28.24554477,28.769914500000002,26.58404267,0,2004,0.0,Idaho,0,1.0,48.27,16.653528609376117,17504.340000000004
31.90664406,33.313514,31.24867870000001,0,2008,0.0,Idaho,0,1.0,52.93,18.358819728623725,19033.170000000002
59.72382313,59.72559975,59.449520400000004,1,2008,1.0,Idaho,1,1.0,45.66,18.358819728623725,19033.170000000002
26.90478009,27.40780617,26.38287,0,2012,0.5,Idaho,0,1.0,51.06,19.09194247014622,20588.05
63.167294999999996,63.302797999999996,62.92872,1,2012,0.5,Idaho,1,1.0,47.2,19.09194247014622,20588.05
46.73948323,46.548447499999995,47.93853167,1,2016,1.0,Idaho,1,1.0,46.09,20.1395170746883,22225.54
27.6304771,29.79166875,25.67948333,0,2016,0.0,Idaho,0,1.0,48.18000000000001,20.1395170746883,22225.54
58.45991065,56.77421,59.41228167,1,2020,1.0,Idaho,1,1.0,46.525,21.850814846722663,23794.730000000003
36.77358548,38.31631667,34.59893208,0,2020,0.0,Idaho,0,1.0,52.46,21.850814846722663,23794.730000000003
