month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
50.75756838,51.50605538,50.252527,1,1988,0.6666666666666666,New Mexico,1,1.0,53.37,12.256766425698848,19440.72
38.56250654,38.248122,38.394872,0,1988,0.33333333333333337,New Mexico,0,1.0,45.65,12.256766425698848,19440.72
42.74293203,39.82296633,44.27476635,0,1992,0.33333333333333337,New Mexico,1,1.0,43.01,13.000337190463268,20576.97
31.85953652,33.909873,33.33832645,1,1992,0.6666666666666666,New Mexico,0,1.0,37.45,13.000337190463268,20576.97
48.56376745,47.5089604,49.32541777,0,1996,0.33333333333333337,New Mexico,1,0.6,49.23,14.031654782758874,21888.390000000003
34.17995052,33.855160600000005,33.8581804,1,1996,0.6666666666666666,New Mexico,0,0.6,40.72,14.031654782758874,21888.390000000003
41.44933487,43.65066657,42.0159791,0,2000,0.0,New Mexico,1,0.3,48.38,14.977868791789,23376.5
43.55068877,44.62304443,41.03648327,1,2000,1.0,New Mexico,0,0.3,47.87,14.977868791789,23376.5
46.4562749,48.478511,46.59440523,1,2004,0.6666666666666666,New Mexico,1,0.1,50.73,15.657217109537553,25048.05
46.74802216,44.9656315,44.487349,0,2004,0.33333333333333337,New Mexico,0,0.1,48.27,15.657217109537553,25048.05
51.43546626,53.56755075,49.3343878,0,2008,0.33333333333333337,New Mexico,1,0.4,52.93,16.536001250071962,26889.23
42.8630739,43.785311,44.57778653,1,2008,0.6666666666666666,New Mexico,0,0.4,45.66,16.536001250071962,26889.23
50.15358681,50.08875333,50.63466347,0,2012,1.0,New Mexico,1,0.3,51.06,17.144029672760766,28811.32
43.08168348,43.38283233,41.18245583,1,2012,0.0,New Mexico,0,0.3,47.2,17.144029672760766,28811.32
33.48416387,37.44790375,32.448424,1,2016,0.3333333333333333,New Mexico,0,0.2,46.09,17.114595412564867,30905.629999999997
42.47761161,43.60113,39.026777,0,2016,0.6666666666666667,New Mexico,1,0.2,48.18000000000001,17.114595412564867,30905.629999999997
40.87792548,42.17272667,41.44242833,1,2020,0.3333333333333333,New Mexico,0,0.1,46.525,17.24309787570008,32854.87
53.69227935,53.82389333,54.00300867,0,2020,0.6666666666666667,New Mexico,1,0.1,52.46,17.24309787570008,32854.87
