month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
53.85523313,52.65072171,53.61169273,0,2000,0.5666666666666667,New York,1,0.1,48.38,348.81652134006424,420860.9199999999,793074.92
33.12396284,35.699193,32.31492653,1,2000,0.43333333333333335,New York,0,0.1,47.87,348.81652134006424,420860.9199999999,793074.92
37.17366423,37.9575305,38.71613537,1,2004,0.3870967741935484,New York,0,0.0,50.73,351.933308857274,439525.9,833358.1399999999
53.74432406,54.861957499999995,51.4136041,0,2004,0.6129032258064516,New York,1,0.0,48.27,351.933308857274,439525.9,833358.1399999999
58.66503116,61.51781550000001,52.82421493,0,2008,0.6896551724137931,New York,1,0.0,52.93,352.6835429095916,454943.2800000001,862273.1300000001
34.39229416,33.329332,38.5062194,1,2008,0.3103448275862069,New York,0,0.0,45.66,352.6835429095916,454943.2800000001,862273.1300000001
59.34737374,59.86475317,59.28468767,0,2012,0.8965517241379308,New York,1,0.0,51.06,359.9291418081689,469616.95,884625.3
35.96390452,36.13141383,34.64244673,1,2012,0.10344827586206896,New York,0,0.0,47.2,359.9291418081689,469616.95,884625.3
32.21815323,33.976975,33.525467,1,2016,0.2222222222222222,New York,0,0.0,46.09,362.4651491509867,489484.42,915874.9400000001
52.192752899999995,53.67475375,50.36933967,0,2016,0.7777777777777778,New York,1,0.0,48.18000000000001,362.4651491509867,489484.42,915874.9400000001
31.72833065,32.64723667,33.39495333,1,2020,0.3461538461538461,New York,0,0.0,46.525,356.8701239100505,512349.64,959476.15
62.10825484,62.50702667,60.14931067,0,2020,0.6538461538461539,New York,1,0.0,52.46,356.8701239100505,512349.64,959476.15
