month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
38.57373539,39.40513586,36.66221447,0,2000,0.2857142857142857,Louisiana,0,0.3,48.38,86.25822193931678,64580.93000000001,126562.51999999999
44.10569329,47.641636,41.7962556,1,2000,0.7142857142857143,Louisiana,1,0.3,47.87,86.25822193931678,64580.93000000001,126562.51999999999
51.79640548,52.3142025,53.6732908,1,2004,0.7142857142857143,Louisiana,1,0.5,50.73,87.80815153444055,68836.88,132164.71000000002
36.43924906,36.2234305,34.54232243,0,2004,0.2857142857142857,Louisiana,0,0.5,48.27,87.80815153444055,68836.88,132164.71000000002
41.18369758,41.98614475,39.02263003,0,2008,0.2857142857142857,Louisiana,0,0.7,52.93,85.55805026715275,72898.03,136312.36000000002
51.69321874,52.08294425,53.56106837,1,2008,0.7142857142857143,Louisiana,1,0.7,45.66,85.55805026715275,72898.03,136312.36000000002
36.46991213,36.67589267,38.76882873,0,2012,0.1428571428571429,Louisiana,0,0.9,51.06,88.82094014621067,77317.76,144490.22
54.78187245,55.67020933,45.96209473,1,2012,0.8571428571428571,Louisiana,1,0.9,47.2,88.82094014621067,77317.76,144490.22
48.62045419,50.06545625,49.14239233,1,2016,0.8333333333333334,Louisiana,1,1.0,46.09,90.30468915764904,81654.0,155967.38
36.39906,36.91077,35.66291467,0,2016,0.16666666666666666,Louisiana,0,1.0,48.18000000000001,90.30468915764904,81654.0,155967.38
54.16755097,57.68870667,52.529729,1,2020,0.8333333333333334,Louisiana,1,1.0,46.525,89.6009104411396,85765.18000000001,174910.78999999998
38.99313935,36.962759999999996,39.813826,0,2020,0.16666666666666666,Louisiana,0,1.0,52.46,89.6009104411396,85765.18000000001,174910.78999999998
