month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
36.27732435,38.74961414,39.21247127,0,2000,0.33333333333333337,Colorado,0,0.7,48.38,41.5650432276657,65698.6,165281.46000000002
46.88893303,47.89615829,43.67601313,1,2000,0.6666666666666666,Colorado,1,0.7,47.87,41.5650432276657,65698.6,165281.46000000002
49.18500784,49.6301475,49.58059997,1,2004,0.6666666666666666,Colorado,1,0.8,50.73,43.94825168107589,70454.66,177089.31
44.4276979,45.409281,43.03596773,0,2004,0.33333333333333337,Colorado,0,0.8,48.27,43.94825168107589,70454.66,177089.31
49.80164639,51.32668975,46.89590253,0,2008,0.4285714285714286,Colorado,1,0.9,52.93,46.97146974063402,75891.67000000001,185240.60000000003
43.99477416,44.4977205,45.74806623,1,2008,0.5714285714285714,Colorado,0,0.9,45.66,46.97146974063402,75891.67000000001,185240.60000000003
47.42881184,47.90889433,47.80537373,0,2012,0.7142857142857143,Colorado,1,0.6,51.06,49.87232468780019,81817.16,191604.67
47.72709426,47.76562317,46.1023871,1,2012,0.2857142857142857,Colorado,0,0.6,47.2,49.87232468780019,81817.16,191604.67
38.4452129,40.1587575,37.75336267,1,2016,0.5714285714285714,Colorado,0,0.3,46.09,53.2232949087416,88576.99000000002,197747.48000000004
43.92682484,43.45608125,40.17984033,0,2016,0.4285714285714286,Colorado,1,0.3,48.18000000000001,53.2232949087416,88576.99000000002,197747.48000000004
40.06908226,41.23381,40.926107,1,2020,0.5714285714285714,Colorado,0,0.1,46.525,56.15302593659943,95766.93,207895.28000000003
52.75659968,53.50384,51.61724667,0,2020,0.4285714285714286,Colorado,1,0.1,52.46,56.15302593659943,95766.93,207895.28000000003
