month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
42.30609487,44.59377957,43.03544483,0,2000,0.5555555555555556,Missouri,0,0.3,48.38,80.43846562136883,91779.49,178239.73
43.09311748,47.33380443,41.18784229999999,1,2000,0.4444444444444444,Missouri,1,0.3,47.87,80.43846562136883,91779.49,178239.73
49.82002106,51.3334845,49.93338153,1,2004,0.5555555555555556,Missouri,1,0.5,50.73,82.45335609462192,96830.59,184763.9
44.81697219,45.377941,42.8247866,0,2004,0.4444444444444444,Missouri,0,0.5,48.27,82.45335609462192,96830.59,184763.9
47.68805432,47.31294975,44.0498642,0,2008,0.4444444444444444,Missouri,0,0.7,52.93,84.98064812291096,101753.83,191008.94999999998
46.52496094,48.16362075,49.8669514,1,2008,0.5555555555555556,Missouri,1,0.7,45.66,84.98064812291096,101753.83,191008.94999999998
42.293997,42.32974183,42.10348153,0,2012,0.4444444444444444,Missouri,0,0.9,51.06,86.4347645210805,107426.96,197899.8
52.42890452,54.20681217,50.92454287,1,2012,0.5555555555555556,Missouri,1,0.9,47.2,86.4347645210805,107426.96,197899.8
46.70303097,50.22547875,46.24016767,1,2016,0.75,Missouri,1,1.0,46.09,87.40621727467041,113431.52,206133.58000000002
39.75057484,38.29679625,38.44530133,0,2016,0.25,Missouri,0,1.0,48.18000000000001,87.40621727467041,113431.52,206133.58000000002
51.04067129,51.32842667,50.380241,1,2020,0.75,Missouri,1,1.0,46.525,88.50033711572394,119904.71,215374.87999999998
44.80394806,43.77701333,43.73927633,0,2020,0.25,Missouri,0,1.0,52.46,88.50033711572394,119904.71,215374.87999999998
