month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
46.1032681,45.81341714,49.04173847,0,2000,0.4444444444444444,Tennessee,0,0.3,48.38,135.33239216058465,81488.88999999997,174585.26
43.22554703,47.18855886,38.9757393,1,2000,0.5555555555555556,Tennessee,1,0.3,47.87,135.33239216058465,81488.88999999997,174585.26
53.50489339,54.506027,51.6420181,1,2004,0.5555555555555556,Tennessee,1,0.5,50.73,140.2460257201158,87473.38999999997,180929.36000000002
41.11485087,42.413851,40.90597127,0,2004,0.4444444444444444,Tennessee,0,0.5,48.27,140.2460257201158,87473.38999999997,180929.36000000002
39.43061071,42.2420625,36.5846109,0,2008,0.5555555555555556,Tennessee,0,0.7,52.93,148.23259621316376,93632.75999999998,187915.27999999997
53.57671103,54.080641,54.85754613,1,2008,0.4444444444444444,Tennessee,1,0.7,45.66,148.23259621316376,93632.75999999998,187915.27999999997
40.16060655,39.09998633,40.52468253,0,2012,0.5555555555555556,Tennessee,0,0.9,51.06,153.1622692544963,100037.65,195310.75
50.86667261,54.124364,48.17468973,1,2012,0.4444444444444444,Tennessee,1,0.9,47.2,153.1622692544963,100037.65,195310.75
48.5941571,49.0931775,49.84983233,1,2016,0.7777777777777778,Tennessee,1,1.0,46.09,157.81317325487592,107118.59,205826.02
35.57035161,38.49596125,32.09793567,0,2016,0.2222222222222222,Tennessee,0,1.0,48.18000000000001,157.81317325487592,107118.59,205826.02
54.36909581,54.81758333,53.141783,1,2020,0.7777777777777778,Tennessee,1,1.0,46.525,163.65918473876525,113937.57,216831.12000000002
40.90583194,41.39071,40.874932,0,2020,0.2222222222222222,Tennessee,0,1.0,52.46,163.65918473876525,113937.57,216831.12000000002
