month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
38.42858884,39.15832329,38.24835973,0,2000,0.33333333333333337,South Carolina,0,1.0,48.38,125.72946542943731,55802.62,109535.06000000001
51.62125781,53.41215129,47.76686903,1,2000,0.6666666666666666,South Carolina,1,1.0,47.87,125.72946542943731,55802.62,109535.06000000001
54.97177319,54.928796,54.5174279,1,2004,0.6666666666666666,South Carolina,1,1.0,50.73,131.56250195269786,59276.12,114634.82000000002
38.85608748,39.638748,39.76002477,0,2004,0.33333333333333337,South Carolina,0,1.0,48.27,131.56250195269786,59276.12,114634.82000000002
41.553558,43.00883625,40.96911710000001,0,2008,0.33333333333333337,South Carolina,0,1.0,52.93,141.50017183741056,62589.79,119503.09
52.43994742,52.32117225,49.5871487,1,2008,0.6666666666666666,South Carolina,1,1.0,45.66,141.50017183741056,62589.79,119503.09
44.15255139,44.30331267,44.29491707,0,2012,0.33333333333333337,South Carolina,0,1.0,51.06,147.54962976848813,66164.06,124754.54
47.38731977,47.79253583,46.084623,1,2012,0.6666666666666666,South Carolina,1,1.0,47.2,147.54962976848813,66164.06,124754.54
45.50755774,46.8408825,46.644687,1,2016,0.8571428571428571,South Carolina,1,1.0,46.09,155.00106226762898,70060.55,129916.06999999999
39.47418065,40.30126125,37.80618967,0,2016,0.1428571428571429,South Carolina,0,1.0,48.18000000000001,155.00106226762898,70060.55,129916.06999999999
50.61360548,51.52709,50.576278,1,2020,0.8571428571428571,South Carolina,1,1.0,46.525,162.7800168713094,74317.03,136069.6
43.85539645,44.17951667,43.66589367,0,2020,0.1428571428571429,South Carolina,0,1.0,52.46,162.7800168713094,74317.03,136069.6
